path,pitch,MFCCs,range_label,gender_label
D:/Hoc/CSDL DPT/wav/60+_Nu_11.wav,"[210.27336485030088, 38.547566801053286, 164.33806291715806, 366.80161728186846]","[-390.29576039848405, 121.28996754793886, 12.668295571134943, 37.43266146370529, 8.535829415713785, -3.599661522623667, -6.843949521689276, 6.761469369998889, -3.17880524620452, -5.372602569104499, 3.1759311342063463, -3.473141143064649, -2.735628334801957, -3.3780961608736813, -4.455512754513496, -6.94069465213707, -0.29974959626832837, -4.739349945371456, -7.9121912999193595, -2.646630207412583, 0.9291245023222837, 0.3658315466392041, -0.09519427296641354, 0.12655685556129115, 0.07358417509038831, 0.043989639830779005, -0.11064972937375203, -0.05603211117635317, -0.023824686009426742, -0.045319265306009895, -0.04169365649887258, -0.05850465647550715, -0.00883815773940402, -0.010316696099312173, -0.025475352153922867, -0.0019444028634277811, 0.017601723789487017, -0.017607923004158654, -0.016824608152995635, -0.005120144697184578, -0.11530896218398025, -0.015363699838127675, 0.04978130798185356, -0.026936370349786704, 0.038223571411494316, -0.025015968967595104, -0.01890827919860829, 2.4151885354695816e-05, 0.018779377379392448, -0.02686313283948386, -0.02307840898817856, 0.011969729597284465, -0.004617644715620081, -0.005976250554681847, 0.005544380285027061, -8.340924981604308e-05, -0.0032044907294468215, 0.022739687638751997, -0.013526199901650595, -0.014209153230223941, 99.6595956165658, 39.05811696108961, 42.46654668537702, 19.047882193926856, 18.68765651518777, 20.758243924825894, 16.991593066969298, 11.450313859088517, 12.66337897752031, 12.150123532723395, 8.011855983564924, 11.505538795586824, 8.540974185968402, 7.8200789397407915, 8.604465622709029, 9.018617234377073, 6.565640609997533, 7.138271204877262, 8.607955510233838, 6.5911074276939, 12.354919517941477, 4.88362173978132, 6.16255764781893, 3.119793192035313, 2.897195772869974, 2.7662330275307747, 2.381757565066119, 1.9846574793064533, 1.993890304697924, 1.9219838706416437, 1.4709416211476625, 1.5961333530332988, 1.314906392053508, 1.1264679582174475, 1.3360223000246978, 1.428555286879381, 1.1134886371753978, 1.2047519332657328, 1.2812060863021928, 1.1833553892874313, 6.0498114895205335, 2.30620094776361, 3.002367681397582, 1.739219498728596, 1.4869284308956798, 1.3143632691057516, 1.4095593816678667, 1.1905490044490483, 1.2560198963596927, 1.1851541378585044, 0.9045339791232747, 0.9563272493212378, 0.8327849943168899, 0.7465962762282715, 0.8398241982806338, 0.8775040290702149, 0.6965540293691591, 0.7372201087432079, 0.7505664245397128, 0.7598100578095055]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_12.wav,"[226.88653567687584, 35.87267422411902, 156.91681957935012, 334.4212833154038]","[-383.4401731193595, 138.49139672645143, 6.953744989137003, 36.651201040667154, 4.508153690856203, -3.5201783665332917, -10.672215896298582, 3.3577926745056894, -2.5951390736745825, -7.556121871528798, 1.5339126491730597, -1.463759557478747, -5.667744030480847, -4.354163983405891, -1.9024905084740227, -11.530873589773073, -4.039519281918304, -5.849104525992645, -10.290419362880659, -5.550706366465398, -0.051738618160525975, 0.025557637252432337, 0.060529331257482076, 0.016906479192248747, 0.020840571837286357, 0.008223740945600265, 0.030421513404034893, 0.006157936168434081, 0.006306840402663826, 0.03815147974309599, 0.035110103516643454, 0.04667085185330646, 0.028823460927232373, 0.044516693965026034, 0.04199974058019889, -0.01269102127398933, -0.017545694039396105, -0.0068917039482939355, -0.0006413205653952803, -0.0155104664427515, -0.24214775406019068, -0.15580546241207852, -0.020303333886838176, -0.01919371799908812, 0.023362967249926966, -0.0032562374658304007, 0.00958813612795097, -0.0119348984205916, -0.016468384619454077, 0.023181115360751285, 0.014040301141298586, 0.027350801996010185, 0.02238629498921658, 0.022889711732210133, 0.024929016994576416, 0.00236771376529075, -0.008520004773878435, -0.006923575846114017, 0.010444850309322806, -0.0014898892525803255, 93.73875579095795, 35.64011849019795, 43.14549384557253, 23.00713925104299, 22.36896677237656, 17.612102593605833, 17.650801748317114, 12.581632511666141, 10.922463502061284, 12.228714687875621, 9.27263696028183, 10.314077787761464, 8.669222371889825, 7.962097105162592, 8.039205645011785, 10.68053675095598, 8.516501863953769, 7.500720562598048, 9.391268779217722, 6.487408601138597, 13.313404113771034, 5.127537376891762, 6.444148433536042, 3.5465257925871025, 3.338990849085149, 3.051799918894463, 2.735529272578066, 2.2816516967040954, 1.8553481552316573, 2.008851186549197, 1.626162450786314, 1.6873034758607532, 1.3407421263393866, 1.2870375039794846, 1.5655118783330908, 1.5223030480267714, 1.2493804348815416, 1.1720413696583216, 1.455091989074102, 0.9973124969179474, 6.928733620958201, 2.7586583329192402, 3.26245873579248, 1.7859051692481156, 1.7542402763032925, 1.7534027358169153, 1.526982528835705, 1.294539848879575, 1.240038007146418, 1.160250991368005, 0.9591843266402382, 1.075858767248916, 0.8154640555971249, 0.7820013407798879, 1.0123170343970163, 0.8297037991427897, 0.7860109796957298, 0.7432197848870643, 0.8321872781811164, 0.6762238088745091]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_13.wav,"[244.9503652959189, 46.49013961687428, 161.5148333600084, 390.8639873736984]","[-364.58586127140507, 128.24820193468273, 3.403316336689951, 36.77121070772445, 1.258152603163907, -4.328223001751281, -11.265731845765046, 6.813254372257733, -4.189234624580385, -11.541261259538958, 3.038158917689256, -2.2678532049029494, -6.085868990077364, -5.043027804954296, -3.253707931197031, -8.20798576393717, -1.1116312098387964, -5.697912415390645, -10.607640068175074, -5.754369600077614, 0.7280125028942572, 0.46290346751921296, 0.020754140928570027, 0.02891636510022793, -0.04602337127837484, -0.033620757112151615, -0.0006164731515450453, 0.019955290575545022, -0.0628644373451505, -0.025161969872442982, 0.03612126180972869, 0.034774201843602824, -0.022476808805019476, -0.049843091681117974, -0.009606587883748638, -0.028050212668580165, 0.008578447456743786, 0.002037194594561092, -0.03297026076859188, -0.027105178435503963, 0.022044323954662694, -0.03662113066999146, -0.0348099471365371, -0.022354061815640633, -0.04741648278159338, -0.026977189096259922, -0.004703907401312651, 0.0171055150849778, -0.003858008043297909, -2.238284779945035e-05, 0.004020655429907953, 0.005177025315470174, 0.007116454877369267, -0.0060580446916690045, -0.0014463972194946409, -0.007790143090985675, -0.0036187092260666046, 0.007055361846801903, 0.015724211503393058, 0.002094574111043275, 96.91288136588553, 39.28049132800744, 34.24918211209509, 20.66836750897436, 24.711423139316764, 21.28435586245308, 19.446038920749817, 14.205309799352477, 12.230955370449708, 15.009906144221459, 11.249237679941494, 11.652582618163043, 9.954972964344842, 8.511168914892746, 7.644077325185586, 11.114844472669905, 8.402588686753106, 8.137181109476755, 10.81471524713453, 7.633211721033847, 14.135204859840234, 4.69421112333817, 6.121280479514762, 2.8853957966432815, 3.3491347159129767, 3.237131490124454, 3.063123832839588, 2.5317216666798044, 2.2092747358528975, 1.9785387665115894, 1.8542127619794952, 1.7935629295928466, 1.337049930486115, 1.3744929486266524, 1.3578078960135695, 1.340070114120978, 1.417881987867441, 1.3470204463652098, 1.5044282508321132, 1.3716850867999335, 8.017412937615111, 2.4789363419529424, 3.1800306154374343, 1.5259757995758756, 1.6920938358988131, 1.4558430279657661, 1.9400679376980041, 1.335979695270257, 1.449244175603028, 1.1314065716292878, 1.015938046301596, 0.9474277676470841, 0.8339680495464199, 0.8090515978094914, 0.8139004065197182, 0.759419331888578, 0.8458076206360383, 0.8207188640725952, 0.8238002090970189, 0.8396416133488872]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_14.wav,"[212.38276988379116, 34.92305771637414, 150.69866814745757, 379.7368483802076]","[-355.1928530486586, 135.91036293956827, -6.368567778634297, 46.04457999146662, 9.180355527101149, -3.1658261080794, -17.53262808315399, 6.878382353847746, 3.81884413275084, -7.407087330297556, -0.28312010562650936, -1.0709063561086658, -5.878122732219938, -7.23219877665001, -1.015541664198147, -9.59434722495137, -1.6428930355837628, -4.898783835367911, -10.355102171494199, -3.5519545949675853, 0.2903448845739046, 0.1687438160828331, 0.01256229001879423, 0.01923236694544218, 0.018072862561116357, 0.07088038001509883, 0.021285287830853268, 0.010985206886730855, 0.05713814826246926, 0.007074454736308164, -0.04665056388023203, -0.00661578844693581, 0.023503237424775898, -0.033631902693163074, -0.03889879102646022, -0.008114526971102999, 0.0198325901438229, 0.02620904921096964, 0.016094348248772605, 0.029843285729428633, -0.39461961722400934, -0.12304708878306846, 0.08118837036637074, -0.028359804089367908, 0.05629262985464908, 0.04281892374226312, 0.04752463746288177, -0.03504697287167004, 0.03221767510988243, 0.019973038767077237, -0.006569306686854249, 0.002702678510642944, -0.008077319769713463, 0.001754153309495017, -0.032610626757626694, 0.020752247153197824, 0.01882402981450669, 0.02328987137154113, 0.022416568814631666, 0.00946660942086686, 117.26132437012802, 37.065147020694695, 45.35891078340363, 28.108499228210036, 23.94369974732142, 17.93138036891412, 19.63442954314206, 12.447158712638881, 11.468295994072934, 11.639380405220843, 9.547671980655345, 11.949037299692419, 9.30248645969886, 8.530695219006363, 8.211611627018632, 9.355134552213952, 7.393031499736105, 7.9119188444902475, 9.300125805292016, 5.721186240773967, 12.236570113021703, 4.907148584664705, 5.950256292704426, 3.9064367382042815, 3.614072918530116, 2.925847873049678, 2.764869157754593, 2.035095090270569, 1.8374091082394033, 1.744779053010935, 1.5053547102237408, 1.9842704472344497, 1.4329624074311256, 1.3243355759665045, 1.5401975034922994, 1.2416761088576407, 1.246297711679849, 1.2697538443669432, 1.2899284921271856, 0.9402960253431906, 6.4723909457751105, 2.7516203290127432, 2.6496662534052646, 1.8690762539250143, 1.8935315705690337, 1.775045545703309, 1.6452497616051551, 1.266501580538455, 1.0915683279911526, 1.1258125093015277, 1.023202494418506, 1.0416616497816296, 0.8379811758507938, 0.8202194254081117, 0.9549856126191565, 0.7648702373607934, 0.7190355976319792, 0.7506494373102942, 0.7882717082725279, 0.6349538096418398]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_15.wav,"[191.93214253866074, 30.716702335153368, 143.893358001082, 291.13063656843747]","[-383.91268131889734, 147.0879445630798, -5.840547306803155, 40.63690702046314, 5.484112700800601, 3.402796364626024, -9.059062146061969, 6.805088278178323, 2.6708126505969925, -1.267411019818623, 1.495713050522351, 0.4370511769766026, -0.25335259665476384, -7.154525467239377, -3.6008613376256267, -8.11211775380322, 1.300961592570659, -4.29220470087645, -8.548340310360352, -4.71408177720013, 0.8380586992616689, 0.1804904540152109, -0.053831055023152, 0.06665644319494018, -0.10368720381023824, 0.032845490430707336, -0.03259649242004525, 0.02566761246825441, -0.019571225815540147, -0.0318378574332891, 0.004098478890801205, -0.02876804907471836, -0.03353909184747751, 0.006651999474063651, 0.01942853984365549, -0.03065253690715203, 0.02258894862450685, -0.0008712784158129536, -0.017714764994015416, -0.03406634476432382, -0.10694870146590689, -0.20318089707553527, -0.040647025796895664, -0.026155055667979973, -0.006043986232550385, 0.027974881705305207, 0.006752628220864969, -0.047137794279359026, -0.004986441788710239, 0.010094547099046622, 0.013751638090609673, 0.0003105671119043595, -0.03568430089162691, -0.003984542110089271, 0.0069231455718206615, -0.004749100363566396, -0.004637673315327203, 0.007293368642263865, 0.002126606152832275, -0.00869524159307516, 95.23508720562168, 33.46919615667657, 32.28413072819464, 25.27598069660798, 20.134685350101556, 13.564213169860182, 21.152683896911643, 11.677110637042556, 11.291345569337476, 10.418559422612669, 8.270635604110753, 9.149714307779915, 8.265692850273506, 9.035320821302609, 8.142486417188714, 8.291922061262268, 6.2518080668429645, 8.209723904845749, 8.871687454962911, 6.426970123643796, 12.639735391579064, 5.0579426262866996, 4.739312246920711, 3.0742269835475895, 3.542067317365872, 2.4918873895606706, 2.8748688266791973, 2.024533296703446, 1.9986852501611532, 1.8076877418963562, 1.5634372523154114, 1.636272833676847, 1.3867803837797072, 1.408501790780895, 1.4105149761306253, 1.2829137992267188, 1.1612486377873046, 1.2062623082806878, 1.1278136801542291, 1.1089150851327922, 6.413333238153736, 2.7114989705935595, 2.5660034534675478, 1.4883251267328188, 1.7814921119800042, 1.5050201409560808, 1.6591883489880346, 1.2391363707908416, 1.2013673927519326, 1.0077159698563052, 0.9959751921519867, 0.8710139643110238, 0.9175140482459146, 0.8229186325892277, 0.8098423956610864, 0.7723985598169901, 0.7409965081506242, 0.8047480301487374, 0.6811046458297547, 0.6978472241921463]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_16.wav,"[185.54535526093733, 31.188986743176933, 135.034994616819, 289.4538474880756]","[-453.3807629940055, 115.2457838685776, 18.849454037254006, 36.892399517448204, 14.319312074766993, 5.5593342710138085, 0.7363355917170928, 6.770276766471284, 3.9286503830631303, -0.3933542842653841, 2.177809029588709, 0.8943419830220478, -1.6496488641687703, -2.9910979542164697, -1.6021663812380609, -3.6816656347239296, -0.013027755625157128, -3.2656117746138156, -4.747000988096073, -2.984950955445936, 0.23563600209159452, 0.2500943785114588, 0.1124670128827336, 0.047034402252349124, 0.034614037769202445, 0.035434764215617635, 0.03484015460634942, 0.027815551924407916, 0.01881487162634751, 0.006399432554678049, -0.00018784999704496907, 0.0016389261275745843, -0.0008407014681846829, -0.0031017252556589563, -0.0034560987402168304, -0.004681575108034251, 0.0021012899965225664, 0.008992102333110324, 0.004997836360427993, -0.0009170961805395054, -0.07568149059002816, -0.07085086021753395, -0.026127602824809033, -0.027446416460074834, -0.027581884036014068, -0.006507023987832682, 0.0034338128385708907, 0.002122995874545922, 0.0030705792595663484, -0.0014187925778114353, -0.009546879458047141, -0.005800809922671885, 0.005291283716077445, 0.004957544251407653, -0.0026121763096519537, -0.0032482878872106317, -0.00111170493085898, 0.00010360096717011072, 0.0007096038693789798, -0.003102934210665404, 97.28546954557862, 34.81088962096087, 38.648763711154864, 21.235603247314472, 15.662274465143128, 13.552580214995762, 16.64172882447855, 10.26244837680863, 9.962464784997543, 9.12383013739487, 7.620944797443125, 7.922735255948224, 8.001183480740888, 7.536762187317288, 6.202961449043916, 7.6819684415639795, 5.849211794928897, 8.16276243131422, 8.19709402952403, 5.719606590404655, 12.166697330733628, 5.404385053135527, 5.458103900433732, 2.835776234275334, 2.3630330228104226, 2.3494143620204917, 2.7781101782406514, 1.6628623335724297, 1.6813451353036628, 1.2899576942287447, 1.4056685143171097, 1.3766699434310197, 1.225508260559435, 1.1611678872177267, 1.1714843136033601, 1.1830713040544705, 0.891214123901161, 1.3349457311230097, 1.1453547062318978, 0.9846936789459607, 5.01715660967425, 2.851069687183317, 2.354772892771276, 1.6355668086948907, 1.4556737505490844, 1.3218626961402014, 1.5116244827777945, 1.1352323935386899, 0.99553847181701, 0.8189315967036123, 0.9012791837629475, 0.8389223151819141, 0.7291917158572156, 0.6579906968746208, 0.7549884361781348, 0.7103609691950478, 0.5638899293744432, 0.789755665927948, 0.6557162227390042, 0.6096729071307997]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_17.wav,"[189.05564047603187, 22.139077988474646, 138.99182198423372, 276.38257599355524]","[-448.8967541341757, 127.3600631434766, 16.85448211419593, 40.87227855177148, 8.89090466252646, 1.5827093427165755, -0.6091027873226739, 9.284001373141756, 3.2909138321425435, 0.5307155554855789, 2.941508028362018, 0.7993090475962763, 1.468280677274716, -4.085406426893152, -3.12962523345446, -2.1348507103031835, -0.8833213854892249, -6.456129540230788, -4.59849287359845, -4.766930204844894, 0.6819294287166753, 0.38272616647572083, 0.08710208370511902, 0.08849447603037808, 0.055009505902381815, -0.01534356428673431, -0.054834140416686696, -0.005559879431281641, 0.0022504634816793456, -0.017973820320040242, 0.0002834441922026871, -0.01926116554494324, -0.028654975719384284, -0.006327736928954024, -0.03326550969605881, -0.023077112507047182, -0.006323808847203879, -0.015522672798400129, 0.013465647567044358, 0.01844973828130632, -0.06144988813075001, -0.05206764745034409, -0.031771119109424456, -0.07904874928250692, 0.07835298224038116, -0.02265053969099035, -0.03288766659512555, 0.005534611294457104, -0.01895991903944803, -0.0008284534114629983, -0.00670596473569131, -0.013321630819448359, -0.0014916605614047843, 0.005290971540883325, -0.006606792360157757, 0.003317029725661643, 0.007610217270052515, 0.007242844233764752, -0.004684432491874786, 0.005742692527887879, 92.95220405679017, 36.25467669316908, 32.82887943307143, 23.488839140587338, 17.29344340320934, 20.76298449012323, 16.105049024082057, 12.454431431206785, 9.957412064087684, 9.748596438660394, 7.258409172233253, 8.3742511633338, 6.880759632352671, 8.559109077808781, 8.308139083831279, 6.417562815249197, 7.022962495203634, 8.001135067254765, 6.841600455342488, 6.248266507080137, 10.314335873031494, 5.4687639016085665, 3.7773863125370455, 3.463698150444863, 2.7918615809099414, 2.674306146294522, 2.292269003174198, 1.9647170272031558, 1.5529187601453915, 1.4535540403162344, 1.3468341752771364, 1.3531306518345574, 1.1181991929514625, 1.358165999140679, 1.2812582414144833, 1.0244311264573125, 1.1689115867982633, 1.0194804691560515, 1.1774399857435354, 1.0167735248408367, 4.495025843920616, 2.887605692209585, 1.8099012761269857, 1.353249906258601, 1.5140175009659471, 1.380376368312761, 1.4045486035383552, 1.0220005754440469, 0.8289255604663358, 0.9311872783579512, 0.8338808001394501, 0.6866699916050127, 0.6802095558014686, 0.762245013025115, 0.8323075288851958, 0.6414174333675338, 0.664973061187447, 0.6151736975406759, 0.7187058201768469, 0.7169450617681085]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_18.wav,"[214.01824309395855, 44.37861946478837, 151.57165665103983, 377.54972507267735]","[-431.34633759282855, 146.45291262931138, 23.90100323707748, 38.46224786303545, 11.785263265828076, -10.52647186914926, -5.898036628155846, 10.507831235643206, 2.512270591645808, -8.821896499424899, -1.3315744369278624, -0.6090215927382951, -4.3115255648498545, -5.526418402285217, -6.419881936436374, -6.716028821764962, -3.4597463399697057, -6.692656033743607, -7.127703777590747, -4.247898441541881, 0.6155841552628146, -0.019527700772211203, -0.29591263089534514, 0.0066156608234094316, -0.04515012118576028, 0.08941133123113534, -0.04371063525956307, 0.01977975059553992, -0.012735694715811709, -0.011635157501159194, -0.026807909333115384, -0.03072063167581266, 0.03715216996925121, 0.021113777336386554, 0.006981794057425704, 0.027980872691694882, 0.013460709627740541, -0.04144336801598878, -0.003024214940067658, -0.03585572893863163, -0.061813230251915686, -0.07985112431923841, -0.07241377539064807, -0.07512071971671162, -0.002142697609000922, 0.04324014267628602, 0.014379980454086071, -0.015869668214923985, -0.01519051659360324, 0.013623301547265251, -0.002147396906569123, -0.0025048021418466867, 0.008388567378031925, 0.025782441843720295, 0.02687261042517089, 0.006700479548115317, -0.01953677920398549, -0.010933234857776733, 0.0014182639749270559, -0.015774313729869087, 73.52626025807625, 37.618266657324234, 31.46929398451323, 24.157078943288152, 18.820336870321817, 21.922480975182186, 17.099899961482212, 11.11298608916, 8.19358155127848, 11.631074380066403, 9.684689849601469, 9.118110750674942, 8.380587703559208, 7.179269827734105, 8.758777560305957, 9.558974424886939, 7.298723731499167, 7.173849167599796, 7.5153405482917615, 5.926105268730719, 11.249655328150155, 4.971680632743994, 5.813815329068707, 3.1780504545694326, 2.8200529099589002, 3.1067946830305155, 2.370284442924637, 1.9239043392608335, 1.4162450366202084, 1.9727862432838195, 1.5087188223798689, 1.4566460533218148, 1.4550086489711138, 1.256638373098139, 1.419883246016599, 1.3676011262031247, 1.2464140320897759, 1.1042057010365924, 1.1920488486020453, 1.0221875083552439, 5.878747886542465, 3.0118272081816224, 3.2793869091044714, 1.5311387178077944, 1.5247832223740558, 1.6101196631479313, 1.3459626970524152, 1.1920070616606617, 0.8392123200125917, 1.0253792696734227, 0.8467180872482483, 0.7836546574581018, 0.8942975877191895, 0.7937186800912578, 0.8477152106849614, 0.7845002611067069, 0.7720112100131875, 0.7556392985218451, 0.6955228690997488, 0.6551115014895008]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_19.wav,"[195.07557138417596, 25.125719573313447, 148.1097552286564, 282.842712474619]","[-373.06051906041375, 143.1147737667787, -7.780919035242447, 47.54444637400004, 22.11311791109125, -4.332328843602139, -16.203169852222565, 6.075446519800132, 5.016394890594062, -4.206394080903201, -1.076389096744841, -2.268309304981966, -1.8787111398185763, -6.186677706473831, -3.036694651783259, -8.960760882108778, -4.2134590062751744, -5.706466067146445, -9.007341275238112, -4.761985033917058, 0.2571470773784634, 0.19128965842708961, -0.052773608857022127, -0.030363734157847707, 0.00031924196782415405, -0.026062001909226862, 0.012119366292266629, 0.0005145714485759725, -0.01492863039019683, 0.0049311987317864755, 0.041738757309535045, -0.016963494922860336, -0.02809729757017259, 0.025384623893883893, 0.014989628467662702, 0.010565307965247898, -0.0055113636016374725, -0.006403420594111105, 0.000639770916270928, 0.018632901305321654, -0.2947070613993371, -0.21453449796394616, 0.007920106411462687, -0.02932712949874765, -0.03696696316766719, 0.022080773521433263, 0.026247837702289428, 0.01768238037107995, -0.00655571660758915, -0.004897126918041832, 0.016157167365471035, -0.004547003313091579, 0.003958804547276365, 0.027533392765072, 0.018535614007923328, 0.012865644442427979, 0.0014407555406913137, 0.014097295258020623, 0.029072939298718122, 0.015843558317680213, 77.9709053162008, 29.854488395560022, 34.19365649621699, 23.613481193364237, 17.19467979053574, 13.571976515678411, 21.380473502741992, 11.739430005183284, 8.058594272339032, 11.213649883053824, 8.048288632337432, 8.072186320907239, 7.914963574112116, 6.3312495338267, 7.358864171825551, 7.78464702006641, 6.728263239137624, 6.590471847184906, 7.595172735141732, 5.579859673141373, 13.158504302190568, 4.950544950695819, 6.117322492458688, 4.094857480872676, 2.947512247798035, 2.5531250240247165, 3.334621763672951, 1.9149132718778297, 1.3381663259020677, 1.8320105128230424, 1.496809008792537, 1.6551387077497137, 1.395457881485562, 1.0383061098798207, 1.366961010947921, 1.2974546809447982, 1.2263606383980823, 1.0732237249461694, 1.2621717081743316, 0.9081757690099147, 6.186716314363813, 2.9004981357947717, 2.784220035459458, 1.834853467154418, 1.5450467597719677, 1.468206255878069, 1.7483080337344237, 1.1151386731416302, 0.9556267417410158, 0.973067171580642, 1.0582461924021302, 0.8723782997953122, 0.8017049606288839, 0.7274422105214426, 0.8193000499423532, 0.6270208502909229, 0.7026530321085964, 0.6628070055128273, 0.7652717428870118, 0.6415687355119365]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_2.wav,"[195.52284160183908, 26.593566381284376, 124.5449622358823, 266.96797083400685]","[-363.0721425472878, 135.18987344601922, -16.858416621950763, 41.7754326163649, -3.4614879883570655, 7.515768488631564, -14.034633142779487, 12.81970704172388, -5.710224843228564, -9.445322053318899, 1.503759671496385, -0.8835312792684958, 0.7461144643688403, -8.707195554496977, 0.20805327926294462, -6.132115203977631, 1.3129871768684545, -5.634498560322041, -8.058004498013194, -5.568386467592469, 0.06057452292687254, -0.1888352826847852, -0.04930335529627644, 0.07061196947352928, -0.06028715933382412, 0.05430477927769361, 0.014694218091158947, 0.06064317029481261, 0.0364039916402724, 0.021424252144436943, 0.006188741231306525, 0.005685130131606319, -0.0252839042447507, -0.044518912925613406, 0.009601960941753213, 0.01702050540672576, -0.021281411462654207, 0.0007632918950933204, 0.06519834107664972, -0.060097103921799, -0.3560240039295034, -0.14615341135108284, 0.0471155906532093, -0.03969390018723231, -0.006241399078612066, -0.011705479874585284, 0.016673651606800934, -0.01918847676043576, 0.04845916178537254, 0.025394507455897632, -0.03814980132870668, 0.019609718105238594, 0.011945481146033885, 0.02003709546123565, 0.02348291079216407, 0.007660869918013885, -0.004637229216554262, 0.0061774099961088656, 0.024636824010991376, -0.002403994649982103, 114.10230218398638, 41.261272062579486, 40.46312989414425, 21.429673076829783, 24.340445954925407, 15.844283419880014, 16.94210140244043, 12.093012779067516, 14.513779981956338, 14.664145954355417, 9.404726796334112, 9.980771933840925, 10.315883069866322, 9.045341146770136, 8.305233094301286, 9.069148726159211, 8.25758506779016, 7.430354178083954, 9.864591210647598, 6.1060006654301935, 13.886606292835127, 5.747621645207799, 6.233396114691587, 3.5537369825364857, 3.4914227144392265, 2.7815355869725633, 2.6573906017308944, 1.9875763740924424, 2.1205721023022583, 2.129095090613406, 1.640991867191676, 1.7352838345233055, 1.618485427053523, 1.4572526208056533, 1.5527350151678283, 1.2747888868481378, 1.249763148982974, 1.1095894752721003, 1.460613175292387, 1.0768232846979895, 8.302380965830237, 3.3181047114298208, 3.1377181926292312, 1.9784235623258393, 1.8754386856843197, 1.471533929432278, 1.5620779753121636, 1.2082577244685873, 1.4608336768468722, 1.0812670780255933, 1.0419168576686688, 0.9791971946312807, 1.0165767831465926, 0.8578403959063413, 0.92353818917796, 0.7632408030474724, 0.6683299144986221, 0.6774972815868566, 0.8963574768232384, 0.6492282276595563]",60+,Nu
D:/Hoc/CSDL DPT/wav/60+_Nu_20.wav,"[197.5171006034674, 24.813567536974816, 143.06459324352582, 289.4538474880756]","[-378.32276750239123, 147.4635255188264, 3.6999523438676944, 40.800682555478836, 10.275854988420491, -7.4140947815806655, -12.750733950924946, 8.110502241627316, 1.9932643031990516, -9.712009267268595, -1.2885757321358706, -2.128226064910069, -4.0596145394250795, -2.567901354059248, -3.8931758623344694, -10.442554741326333, 0.2389860410441009, -4.093321655145048, -10.79070890002412, -4.929764609354711, 0.34326615172689573, 0.04941905070843474, -0.021404568754325056, 0.057686834560343826, 0.06683738220713083, 0.1238058705437421, 0.061354664025592844, 0.018347269984670154, -0.0639019681153768, -0.02318754322945727, -0.0034402262245413506, -0.015184888718820929, 0.020615995700770093, 0.004159063790586289, 0.005736361088113444, -0.015372434923080124, 0.008433928431894692, 0.01763596298783363, -0.007188512944548174, -0.005927674239751259, -0.1938772186126947, -0.14904694743635258, 0.05124157423336961, -0.00469481451795626, 0.04110846485183279, 0.05375633510367499, 0.028869644581779708, -0.008396668316661434, -0.01388090488922356, 0.01521320226537065, 0.018277723558207955, 0.019213635019340952, 0.008158831099630646, 0.008790012498233727, 0.007121830569558859, 8.959964335162334e-05, 0.008463644784695534, 0.020228295133954546, 0.009876630093482684, 0.013904816250861107, 91.26089492956655, 33.216247899303575, 38.869138440842626, 22.109777238462065, 18.561789711201815, 18.383542127199142, 17.79420548665416, 11.41965854119047, 11.620353530465726, 14.016018539317532, 8.510480360250247, 9.061299831327908, 8.285133146530002, 6.426805317031042, 7.840856810865695, 8.59724593750956, 7.203095022678908, 6.773169290535366, 7.639548084911772, 6.929932239026182, 11.528459931737894, 4.080613485150917, 5.653885081935783, 3.079221905911054, 3.01467722557721, 3.081991477108626, 2.2167456557943375, 2.1231661768321164, 2.102018160885973, 2.1395104202572, 1.5825680436368887, 1.4408563521710263, 1.2542859385293352, 1.1667195123084584, 1.286792229382177, 1.1256820824037188, 1.2533162340069164, 1.1278109260861726, 1.0864996377478244, 1.1308689851031712, 6.262306954604669, 2.5320211748559114, 2.498258497472249, 1.3233501696281007, 1.7314377224581405, 1.7355164301792123, 1.3124576468954485, 1.1871554678521443, 1.1881531341074758, 1.0861465555801275, 0.9925260959279926, 0.9693470886097411, 0.812664085198591, 0.7291295210186287, 0.7669205024578716, 0.6734048303817285, 0.8243185468870052, 0.7105529971123541, 0.7205261754049868, 0.72086808598352]",60+,Nu
