path,pitch,MFCCs,range_label,gender_label
D:/Hoc/CSDL DPT/wav/41-60_Nam_9.wav,"[192.20802473037455, 54.762300878021065, 110.31788221637464, 395.40560814115844]","[-315.04446579090734, 111.17976079098585, -13.311573780024268, 26.723746917277463, 1.7780652327197635, 16.657540015904654, -14.972940514531391, -8.385694897096753, -13.659309976417092, -13.010323815354663, -16.55667461861193, -13.774959395005924, -7.772037532026292, -18.18716797362129, -12.859471092262893, -8.626488650680164, -9.022028188381443, -11.091248034701131, -2.3959044220675225, -9.798843930224917, -0.4065272392818699, -0.32858465699227707, -0.08578402324260646, -0.06608847427030988, -0.033472754184725076, -0.02349443491680814, -0.010524305350370789, 0.008049580175142885, 0.01127165165487121, 0.013268311243257778, 0.0305060697103342, 0.029389269329655594, 0.009538644017428757, 0.005632149091456362, 0.021229201165398733, 0.012549637095841412, 0.0019321358116825781, 0.006486377248677247, -0.005510699796898232, 5.2068779419417106e-05, 0.0003057608530815765, -0.04092023045770169, -0.03431996114994863, -0.021025882367870005, -0.05443501086395986, -0.046815300216573055, -0.01999016009239678, 0.009225283798683748, 0.015632357312838987, 0.01724682973360976, 0.025377445354186928, 0.02463112806761698, 0.010842309284160016, 0.019170340305738477, 0.013225274150649712, 0.0015886810005954243, 0.012129865525471722, 0.0009986448649892312, 0.0007055407152422329, 0.012606902971275098, 92.554585261209, 48.7121375291422, 23.432501131904047, 30.423546428155696, 24.42613369022939, 21.740004906558667, 14.856550257198705, 15.060854722241528, 11.59636288430004, 10.001973868831968, 9.640965212040877, 9.012833596188162, 10.215538394441888, 8.66307303329529, 6.989792998199774, 7.2673837465155415, 7.056013542856951, 8.654912595998432, 7.062177050450265, 7.524853057957024, 11.162247206664455, 9.150054761242192, 3.566523275790616, 4.727401700602151, 3.0205123093164503, 2.7128108003157476, 2.4024603566355784, 2.432039781675408, 1.655847727427311, 1.8835776699928102, 1.4376776608425812, 1.3108625936897385, 1.451745587452562, 1.476580529485483, 1.3830704297786827, 1.204119734408204, 1.0988387523007506, 1.492693061183031, 1.207208262863544, 1.1947058810164441, 5.609458637234885, 4.311972420444386, 2.061974562734083, 2.234654554603175, 1.5580959829162955, 1.3757862095767894, 1.3271788584224318, 1.3949584871340184, 1.047295383006777, 1.0581340489055548, 0.9461798680108023, 0.8275866335063744, 0.8692857205235676, 0.8910904464671159, 0.8209204683046507, 0.7661262358516704, 0.7138450641851511, 0.8106132466521182, 0.8120000009059473, 0.6909169201341847]",41-60,Nam
D:/Hoc/CSDL DPT/wav/41-60_Nu_1.wav,"[224.44418866465804, 77.4899419506628, 153.33283446696007, 495.3105441509761]","[-302.88875301884434, 162.21422752209884, -19.09428578709214, -15.295900026116696, -8.823481517726307, -11.832507398161443, -26.184477873036432, -24.426916377875887, -18.004959178300115, -13.67366737113768, -5.716249732211404, -3.9402492065857646, -6.491833222960391, -3.8496239645293717, -5.48256571717934, -12.192984757082032, -5.172716975988749, 1.631219808462923, -5.526849020772318, -8.692735313720915, -0.18062278602644896, -0.137551882475559, 0.011231783374513289, 0.007667249302503942, -0.008498812710535313, 0.023405636526409573, 0.04793053613155707, 0.07184966957961463, 0.043640731296946796, -0.013561499873487981, -0.016219855476518514, 0.011293624111006983, 0.04373053141127165, 0.03251638429903501, -0.014567397624858711, -0.029640503337163806, -0.0176338694597291, 0.01120209691841469, 0.017462518517170712, -4.655446306692782e-06, -0.28977158182884194, -0.17987175919743487, 0.03576426075669865, 0.022600528719391846, 0.010403883172734567, -0.004496237857967291, -0.013512725710185141, -0.0015043474015672068, 0.024938215763003625, 0.009827041517740257, -0.006276851347685019, -0.00027575042395213014, 0.03120628818960198, 0.036409803740306515, 0.009753233378944643, -0.010326917847667877, -0.02827390435593341, -0.006683702219750328, 0.00016454993371985632, -0.0045792529248020065, 63.60382849680633, 32.02810149460678, 26.717309949093313, 20.358777056270302, 20.38900383631163, 11.024828972423718, 14.250699016219377, 13.128351283492218, 9.56532468758192, 8.495214927084646, 10.942396243499093, 10.670586395024865, 10.022147888130867, 7.364425541001859, 8.938062271111423, 9.620038411487862, 6.905107766043011, 6.181609319572136, 8.485645251530984, 8.308078557846299, 10.941067038774378, 5.113316108381426, 4.390997288899092, 2.9413134066073074, 2.9222127215517344, 1.5394002569251881, 2.2465162759075903, 2.0017088227049658, 1.5659741862403993, 1.4934881595070961, 1.6395224525225223, 1.4858048885688886, 1.4202911018943445, 1.1908900792041148, 1.1370377418978936, 1.3011293262525645, 1.2170591820154009, 1.0593370030910356, 1.2019762997890646, 1.190926448880262, 4.660288249424166, 1.8964333891643448, 2.3797955612524113, 1.5655362286765724, 1.3526754856513263, 0.9136149669257324, 1.2517655760856279, 1.1654489239059256, 0.9029346572606177, 0.861195250196656, 0.917049118089003, 0.8270013195960182, 0.8597433300668719, 0.7282903417519214, 0.6237734023817383, 0.6584066185978396, 0.7210264758412345, 0.6660361082583173, 0.7620032604065076, 0.6710562621070291]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_10.wav,"[200.70526908230025, 54.312844476842244, 144.7269237440378, 348.2202253184496]","[-408.0512930422939, 150.5161925606013, -3.6152076728684555, -2.374593949187927, -11.775258909765029, -8.469936701098451, -16.436424826936772, -13.774417004877462, -14.810793640047521, -1.7778940150387295, -3.6876203594230463, -3.248719390174499, 0.5511476540459006, -2.592495227845589, -5.379371918833263, -9.145754031203559, -0.7961858496515477, -2.3867887975794972, -4.045865475384088, -4.092293747942391, -0.31226861343280615, -0.2710141268769768, -0.04008280851385756, 0.026413685801779496, 0.025915863535870894, 0.01922038582662071, 0.014733518645502066, 0.022006968565565267, 0.04079764542360949, 0.009659414528652599, -0.006908675225924277, -0.006910621821061351, -0.02110412009118313, -0.008535387608600403, 0.003983983522070188, 0.02214949934488567, 0.005885404904631559, -0.0033610575916100858, -0.015809397626044105, -0.015306498823341739, -0.40691275745691863, -0.2305380080017875, 0.030982652502511844, 0.00787969284759867, 0.016869697422441817, -0.0005876576731824466, 0.02637146852340712, 0.028313011231412666, 0.03000473030732202, 0.0009637670024836973, -0.0030161782105708147, -0.003059798447161139, -0.001650467956997454, -0.015053096058779063, 0.006197404619356883, 0.034243877859691206, -0.0017080032514565611, -0.009492269539162093, 0.01177058569548895, 0.016178107371697954, 94.38874051152528, 43.23472054289105, 26.862767263343976, 16.271662656218858, 19.459863747128818, 11.214460838271364, 14.546325597044284, 13.29854055330152, 12.406835678566033, 9.419641684362862, 10.173439975587065, 8.703985124604609, 8.650207993529921, 7.249272210570896, 7.5716811208796235, 7.1675502196267775, 7.514181874080425, 5.960264945417633, 6.516681737938286, 6.4864904589899375, 12.050151171475829, 6.220974077801278, 3.8680584662858757, 2.752435541556171, 2.8941593777340073, 2.045399826212324, 2.0256566675409733, 1.7528137676522597, 1.6703884422260054, 1.5677629963430368, 1.6360714511866286, 1.3679385817156002, 1.2553232340413758, 1.2871393164131715, 1.304158070581129, 1.216695130498973, 1.0771597453595259, 0.9683091823380829, 1.1706902412463123, 1.0957755758655718, 5.301679032735243, 2.870424035576983, 1.9212157288893996, 1.3963050023521242, 1.3698326326707881, 1.1132865168789596, 1.3679638687338656, 1.013391414160128, 0.9086234808980829, 0.8525772619425313, 0.8812959807886486, 0.8257407927115841, 0.7014277831127615, 0.7591887690944795, 0.7883752944538954, 0.7111894709792087, 0.6615704656444745, 0.6550790098495656, 0.6964264154909764, 0.6575073895933652]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_11.wav,"[186.19322761974166, 30.273728123026, 144.7269237440378, 254.91212546385245]","[-425.9536025271532, 140.74444560172097, -0.7283673421095274, -3.464980836154303, -8.040189778336297, -9.507691944765936, -15.455308797380633, -13.070719747331445, -11.287955001465443, -4.625324363735808, -6.865631663726348, -7.295933237551078, -3.532220441144849, -2.5859131041054932, -5.3972293181957935, -10.592021552359018, -3.391050295727904, -0.8857725859177944, -4.070192632104339, -4.043269989696301, -0.2817107002850218, -0.2375777443830292, -0.02431922230037437, 0.008107105790886323, -0.026748178820271792, -0.0038183880647866433, 0.04309615862822842, 0.047418266181690504, 0.01829944175464482, -0.005660252685220947, -0.010836529719310312, -0.021929003538195695, -0.004868359580440158, 0.0015477835533763025, 0.0020013032763541694, -0.0001613234280508594, -0.009785007845100424, 0.011383044603982177, 0.0099816091321477, -0.005987024324465108, -0.2539501261166225, -0.173768408961106, 0.014775258016013114, 0.010889587313739799, -0.013533077375345644, -0.008635493573157887, 0.019634389870944215, 0.03149106430808163, 0.026046832276077934, 0.023376262775895575, 0.026298840508231645, -0.0036814267721406676, -0.006888965360825999, -0.012526340510939878, -0.009667963075787144, 0.0033299415545065426, -0.009890609058497247, 0.006189761916579251, 0.00822960393302943, 0.007063283273264449, 76.72666726006983, 43.21109871050717, 22.21684703665549, 18.33902433568076, 14.927221913454382, 10.486506321073506, 17.7673895743158, 13.53644317383727, 10.139802135056021, 7.474047350085362, 11.443647973363255, 11.729398010336979, 7.4897940304735995, 7.944507229328406, 8.10106811414629, 10.654623986386792, 5.955683642798888, 5.856463152635955, 6.612178057624266, 7.543789057247062, 9.005634358887482, 5.33901420160919, 3.529126178607868, 2.3536869477713798, 1.8051140825758052, 1.6002123844586738, 1.8894222124564062, 1.6333532831258564, 1.3753350864832365, 1.0980394384483765, 1.2694048893815437, 1.130244775106512, 0.9455298655546923, 1.1621533294817379, 1.0890986937567908, 1.399557942081062, 0.9992212250734647, 0.9432448178289387, 1.0205851324925013, 1.2456029266588462, 4.258773511948963, 2.2878150579414727, 1.6884830857476891, 1.1646441006729924, 1.0001189702665647, 0.8629131392667277, 0.9562341043366772, 0.8875433194194358, 0.8090751441895181, 0.6918877467164519, 0.7465444923513448, 0.6665387639460639, 0.5906432077362582, 0.7692273819051159, 0.6585131974305427, 0.7179309269673412, 0.6009797904436972, 0.5976026155721462, 0.6588464840243764, 0.6770971886756957]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_12.wav,"[227.73717328502886, 44.42524585502149, 153.33283446696007, 381.93664156416656]","[-368.10543229583146, 148.05739790163278, -5.889484331075525, -14.320639524425523, -12.560768967351922, -13.024570706513533, -18.434347588892944, -13.584279085734572, -13.63714544000376, -7.586329752235182, -6.2690780449486265, -4.57533738902158, -6.29111987765604, -8.49561355556585, -7.567582892413268, -11.33599423355508, -2.8659862337179525, -3.147633457613505, -8.153253452731175, -6.961050222868548, -0.09114120360762272, -0.13518141257680352, -0.09079727569331347, -0.015047467835513452, 0.006045817484889178, 0.026842516929229437, 0.05172089374262115, 0.03215127635214294, 0.012807452102567672, 0.005313207838270578, -0.008558542787893806, -0.007488690224730828, -0.001365944649925655, 0.0040386864120692985, 0.016382524083540895, 0.011258698209942379, 0.002562486654468, 0.011795198981356428, 0.010405483985668103, 0.003611119409451763, -0.17373901497849892, -0.140242779450695, -0.008267077788485133, 0.016214251178316475, 0.03363759541245227, 0.03824898415835447, 0.023657479686424676, 0.030353363713585723, 0.007176189412944301, -0.02571434005888913, -0.016140996567752842, -0.008368985834233397, 0.0014355317046941293, 0.030079124169623533, 0.029009242920610568, 0.002636776752867794, -0.006003814653794153, 0.0007906252337125635, 0.0009353787372219974, -0.0071531179662365114, 77.61374004416693, 42.034724731659836, 29.292831951021615, 18.82540141335674, 17.527996673422916, 11.788533575521777, 14.12163022812097, 13.90389170983717, 10.32090414286865, 10.555131553922696, 10.054175655103009, 11.215910836686184, 8.877545982015077, 13.018647275197647, 7.452361743194457, 7.805522530118559, 8.23353105023155, 6.909423710869499, 8.690919891204132, 8.107524283742952, 11.03044002248592, 6.7890169484356875, 4.845286264863867, 3.0622663419374505, 2.9935922405484545, 2.1171943339908337, 1.8715652300429104, 2.254233286040955, 1.6969459789357002, 1.6144299093224146, 1.4987262359519093, 1.4695261509415432, 1.2956797578049513, 1.8231223735930295, 1.2500227592110016, 1.1569595848786762, 1.3166650151910977, 1.1602390877995763, 1.2425357592352175, 1.3836295480274277, 4.814988763856321, 2.8427580452895653, 2.352113083503719, 1.4250780383835229, 1.3310538646232288, 1.0717319813722297, 1.0415450440509388, 1.1332570819306231, 0.9136071938681194, 0.8821996152734342, 0.919324323861039, 0.7930109090486118, 0.7598806065804977, 0.8799713461370332, 0.7460721263756962, 0.7012450964798429, 0.7776584723728719, 0.6228699086787302, 0.6802028390840066, 0.7074506888063926]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_13.wav,"[211.5674213823389, 44.951543920739155, 135.034994616819, 393.12823941810046]","[-342.4503155114405, 164.42558527113007, -10.85452197098279, -6.815197472608833, -13.146285796508502, -13.736000121897288, -22.82081982285528, -18.05682728045506, -18.63946750665617, -15.893308607710127, -11.564696847502532, -9.185991175437415, -7.155796857249494, -5.452882250200762, -9.332221017028072, -12.251171426730526, -2.3885251406846124, 1.777429767204721, -8.612842228252257, -12.187719498509855, -0.6121737781104631, -0.35927750488586424, 0.08493025662384152, -0.0036153586764138576, -0.06019177359544027, 0.017379589002108852, 0.0746237587736229, 0.03580816560537606, 0.06576922698393702, 0.022635980240608606, -0.013808910618680855, 0.014932968691765617, 0.0292665970826366, -0.009964520475372163, 0.015229244046208606, 0.06333863894216533, 0.011873521525396355, -0.01212746665863696, 0.018987926952589183, 0.02515010686953493, -0.31528355618814047, -0.20646782788776602, 0.010312044763455241, 0.00377073923726557, -0.022398586611395575, -0.0005794984376241739, 0.033246150167527425, 0.02777528153075598, 0.028297794865271415, 0.01914073777913504, 0.011456579060735755, 0.021158997259867376, 0.012658357757323985, -0.012293496741145686, 0.004536748928580765, 0.020629347548468402, 0.005357044819513006, -0.0076825371678268225, -0.00601024816687525, 0.0029338264134262126, 67.67200042587042, 34.05178135324569, 27.056656667186804, 17.80796622639526, 18.201912409109124, 13.327045721628245, 13.727272704718187, 12.01382978126354, 10.100216718117155, 10.417274540072409, 9.024469737745303, 10.979246111897483, 8.806482365696352, 8.512113071415024, 6.724697551590259, 8.919210816613816, 6.939095658218078, 6.74041757111252, 7.176444487788415, 7.8495985488559645, 12.911944234728935, 6.449325026205523, 4.885176898648611, 3.3640590014203475, 3.365968636443352, 2.1598773666749222, 2.107346443350376, 1.9212414440374266, 1.7981511466784765, 1.7172172684280858, 1.650482517784009, 1.7744409788772977, 1.2966659386477208, 1.4646339633178544, 1.2880983304522546, 1.4843341045174892, 1.1792348565285904, 1.216911586522859, 1.2768908354967883, 1.4105591437723015, 5.763160667699007, 2.945866669148948, 2.4208177101844535, 1.7772187736415352, 1.6640452131899277, 1.0743146313893182, 1.2133117293879554, 1.0659898839147335, 1.1081748265169726, 1.0154742738611617, 0.9720343997766007, 0.9780806064369915, 0.6815105456088245, 0.8433400211255336, 0.7959238962051538, 0.8333537809766034, 0.7370635929950624, 0.7350389978960291, 0.7870391277682217, 0.7631233741421737]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_14.wav,"[257.90283190194856, 63.73570433875898, 145.56531828421873, 404.647776120769]","[-347.4854968601703, 154.75027146441414, -9.613394434478085, -16.95482983806026, -12.830922602215175, -9.03014024618642, -18.53329030397526, -16.217664160537353, -18.3511319140089, -10.35281308309395, -4.646279746622057, -6.849778883282559, -7.317310167250245, -5.5592924888307875, -8.032133134821299, -10.387432399238921, -3.017914940972916, -1.8306470533916146, -8.090302800096966, -9.492007089231032, -0.4184627941116112, -0.2707625125650339, 0.0625926038691355, 0.08681594983421337, 0.08056516002433782, 0.06094918433217091, 0.018892756797052716, -0.010232976164332325, 0.019523843172445907, -0.008642052511904296, -0.021381904936236606, 0.015113572792362263, 0.017068063687861405, 0.008635279141856566, 0.009433034386490258, 0.0131032030105861, 0.009287090994320714, 0.0037943185374392993, 0.0007822652254859218, 0.01097234040814556, -0.38133402067960265, -0.2441199129507448, 0.034389891319286214, 0.043048311347004105, 0.0413700557849602, 0.028846117071409685, 0.010062055490891264, 0.0018407434689115, 0.0445747527083033, 0.010782489972948011, -0.02010199059618417, -0.0011453132852427682, 0.0033494740908535233, -0.012004714742828066, 0.004977844436007228, 0.021440437434694787, -0.008701603424937828, -0.007290667546017701, 0.007775635897029217, 0.014795605241715587, 83.82474127547154, 37.202958039308015, 36.4721435108736, 20.62650054314688, 20.140639455356915, 12.902425496944304, 11.300412072226212, 13.640827168964703, 12.452790108400789, 12.404752605228214, 9.583547377787097, 9.732236808154907, 9.053158987984965, 9.617052934961563, 8.850004867675644, 9.470287067319154, 6.0566665551962275, 7.188806935796232, 7.501338277648076, 7.343595575837212, 15.130816842240886, 6.976499309671516, 5.269180527478594, 3.1766831728825826, 3.3574731817650836, 2.34554876026301, 2.270567490374707, 2.1341614808011333, 2.136157553347973, 1.8005940942995295, 1.4789972968279184, 1.6985488675565243, 1.4982219967710906, 1.5568974832053226, 1.4631941772298684, 1.4480813825409296, 1.0541935357518144, 1.357566373787831, 1.2804103968966232, 1.3027809373775516, 7.058985639184106, 3.164932010112771, 2.5607645823779195, 1.7158588910565111, 1.9375042244430292, 1.1576108091973194, 1.2859745279534769, 1.182448851133602, 1.2695050530366474, 0.9370518655639563, 0.8590812324864469, 0.9667700113751353, 0.8355931371479891, 0.8434031451046807, 0.798842063318768, 0.8710077854930173, 0.7085945403325414, 0.8561619926277156, 0.8092925885071884, 0.7523448508503089]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_15.wav,"[191.6719161605352, 44.37960083993323, 109.68249796946259, 317.4802103936399]","[-393.75003469887105, 156.72300459438372, 5.062176637334271, -5.2264699010203985, -6.267494289508734, -0.5224294976758317, -20.601065421276413, -25.42191456279242, -14.738832535212552, -9.177891400356335, -6.272086645457761, -8.10413392359054, -9.302452629648238, -2.174943285578927, -3.9084285352071415, -10.887163180243805, -3.3713294891592267, -1.1045937158087469, -6.072103782131394, -5.378590182847592, 0.4127721177192106, 0.16274936656791283, -0.15759061092119034, -0.06525429133217825, 0.020121503326999305, 0.05113437864815436, -0.05047101531843984, -0.040697713793338613, -0.006483180274115321, -0.0036957569881910764, -0.026149722793478047, -0.057768708441837645, -0.038110382993845934, 0.02881426348814594, 0.02437515596265059, -0.06120231801434559, -0.04853326968581019, 0.005787012861149105, -0.011235030441186932, -0.029984343972872432, -0.27708503405508594, -0.15328326942114087, 0.028090615659565756, 0.018717956145426384, 0.019972311588231796, 0.013349193497589647, 0.03798885022653875, 0.030576840849206074, 0.02517895725713681, 0.014281837895706346, 0.005139224261674768, -0.015094932983172035, 0.01790296421421714, -0.005447829993924671, -0.01861690615374798, 0.017553244599924786, 0.0005684227481064743, -0.017317693000247207, -0.0052058006796216, 0.02395878912113506, 62.103359929448224, 38.379578475870765, 26.2118804991541, 24.51641308992603, 22.585139176025884, 13.660001978455147, 15.164973212628276, 14.790942969556786, 10.130054369608505, 10.613844595554388, 9.398465879116856, 9.65093614947519, 8.571888636021017, 6.143684105119975, 7.4321184174973824, 9.250577874142394, 6.049565849489196, 6.5331100460080815, 6.66659041478159, 6.232308664742276, 11.046752277759001, 6.58471772147898, 4.650604861642909, 4.228889343462278, 3.2810586833631312, 2.3298544699274317, 2.466829065022197, 2.458735973785932, 1.6480512075582623, 1.7748328593108313, 1.5254671324300524, 1.6694649807840651, 1.4493631650629633, 1.1357740426165532, 1.1801940316055592, 1.2646445329738405, 1.1210813283063292, 1.1406346245536456, 1.1463308186022219, 1.027208003843899, 5.805356820673391, 3.4228948206765333, 2.523345436288363, 1.8954619597317186, 1.7206966428331936, 1.2788785998937149, 1.461996157322054, 1.374708501098812, 1.0542546833227964, 1.0671799131033197, 0.8091205498724147, 0.8971189878344802, 0.7996756741173298, 0.7795620576678054, 0.7912495185628762, 0.7256976081523585, 0.7342892642526015, 0.7208496124140737, 0.6425826107740317, 0.6739839799011085]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_16.wav,"[225.70131586726035, 48.352504978034204, 150.69866814745757, 352.26634943845943]","[-340.9689554658339, 165.17349859414279, -7.504642753689635, -18.318612925772356, -21.540426265395038, -14.545900216372939, -25.78703850888825, -17.27445333943207, -11.361467844182183, -13.139297100638236, -5.971220244994269, -3.2377487031021888, -8.01786327628852, -1.8124166287059524, -2.55668502441693, -12.241619986365782, -2.6242472800473204, 1.6177814968990887, -9.845677313689494, -9.368299201989872, 0.8244446299204179, 0.4453661303246334, -0.14470124898367287, -0.08561638838605068, -0.03902769591798072, 0.010942296068294825, -0.0915562440624585, -0.09531868818807641, -0.03315992543295508, -0.007209685766566524, 0.0265661168196467, 0.034229877180164035, 0.0020165546711046318, 0.005819684727324225, 0.0003934266382055741, -0.03372272453401627, -0.011184421826204162, -0.014730449950306453, -0.05670579671928753, -0.026459481957779474, -0.08134307614262817, -0.12239554609100291, -0.04422113378114027, -0.029402063734646846, -0.005304235587859427, 0.025385052336238344, 0.015705097802183772, 0.037868045628026, 0.01794202888880297, -0.004157288028817777, -0.004894852330931445, 0.023842810240618722, 0.024444042805706168, 0.01696884081525863, 0.0178790638294663, 0.01908506113813418, 0.005670284580269374, -0.0012006297537336412, 0.017979774105624423, 0.0031626932434456077, 63.82316923694135, 33.86481370195182, 31.744236263474917, 18.339704971298257, 23.170419830372357, 16.32981622861975, 13.294713864396307, 17.17069053295709, 10.969711383361886, 10.374520614639367, 9.308632709831016, 9.542846096330143, 8.553617745944036, 8.32347363675399, 7.9040031545097555, 9.350263763559644, 6.750855562379757, 8.274008212687436, 7.50076982977641, 7.69797278224299, 12.260832539337407, 6.551228134545171, 5.655680874907429, 3.146993488780339, 3.4047915317206514, 2.2587885119019506, 2.325023258386912, 2.6598989723917237, 1.877398646213071, 1.6619588611953726, 1.5149483279423708, 1.320243800100532, 1.332804082096678, 1.3773196232079026, 1.2697512686145827, 1.5643221775241742, 1.1637774569492418, 1.2229639142385664, 1.1407791214750447, 1.2698577329355252, 5.530676794850292, 3.1816248119093133, 2.8984165475419603, 1.7354871616659662, 1.6830901999060992, 1.157144307027124, 1.2971537312577421, 1.4101849479516766, 1.0545723971884782, 1.045897150568058, 0.8722468450766089, 0.8186834755665919, 0.8276532036122183, 0.85816229284705, 0.8051893314455502, 0.8883034912484409, 0.7152804399351482, 0.7463568233753364, 0.7142306777951916, 0.7009288591775641]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_17.wav,"[186.3337973886507, 36.68568439248998, 123.82763603774404, 265.4303484677136]","[-385.4047654214506, 147.05725541556188, 6.822455578168148, -12.812568100399751, -9.713653873332051, -9.814433733465593, -16.003763906074134, -20.078005949564343, -15.766073654904387, -5.490476045902738, -2.9310489483791855, -3.607949185909433, -4.258703608119461, -5.56023059245718, -7.668447008448817, -7.75512538912025, 1.135931199750898, 0.8020162113864199, -6.682018473517321, -5.406415754773997, 0.4444422162967839, 0.27550405377626086, -0.049030001246729606, -0.05499072035250981, -0.09107936511963309, -0.06098204106299857, -0.0353026274544425, -0.05473023822940897, -0.012123778599402248, 0.03366054377645485, -0.014888413925772068, 0.029559649505143865, 0.05923728856568521, -0.03780626674717801, -0.07194966937440667, -0.012563678919657824, 0.06095322284570262, 0.051444011886732366, 0.01463706833746381, 0.010472250296173501, -0.06499594722981329, -0.09905414405891702, -0.047998541396686974, -0.023944516150533075, -0.041051211360426096, -0.0033564794846662666, 0.03320719222485335, 0.035165542241921255, 0.001997669220054325, 0.012544582010551378, 0.03252519193530387, 0.016771904691515346, -0.0010774487061697697, -0.011564844709806022, -0.005474586967000678, 0.0009501172068246028, 0.0019334794260065006, 0.007051630925469361, 0.015676179659906177, -0.0010276255016803846, 71.35359777508553, 39.020171665056985, 26.428307974084664, 19.076516434492547, 17.026495008601408, 10.803685358871366, 11.531766200660263, 12.832856353913318, 10.659555223854088, 10.151682468324537, 10.183308986786843, 9.395996951126888, 8.3563929664214, 8.33647798010759, 8.0196330328057, 8.454354745335568, 7.268768995230906, 6.732947680747192, 7.182283287837585, 6.08894077459706, 10.843473716998238, 5.390996392353743, 4.609093884698557, 3.0751460655598204, 2.9906283395105353, 1.8340913027318757, 1.6450796504896883, 1.9725767668944798, 1.7476529323162244, 1.5439381985623033, 1.4086130419701899, 1.4633316419863143, 1.1954721173683072, 1.206056257411623, 1.1806587981068766, 1.1765498480311962, 1.2031549794383825, 1.1153727619530835, 1.1483332221747846, 1.078126638202381, 5.781915600894784, 3.019977993929153, 2.5248867553381023, 1.578225156539277, 1.6121878262878757, 1.107017240827788, 1.0319323750409264, 1.1995382206080467, 1.0766582875500923, 0.912785813918612, 0.9042462261314631, 0.8312783869569897, 0.71256290900388, 0.7851183782170544, 0.7005787439560317, 0.7263121618807872, 0.8017444212246426, 0.7373040542451216, 0.7258004294876087, 0.6534052297488722]",41-60,Nu
D:/Hoc/CSDL DPT/wav/41-60_Nu_18.wav,"[174.89499737142958, 39.97865321274379, 126.72196982870621, 308.44216508158814]","[-413.5126523386793, 139.01495075516618, 7.653553716425747, -4.00634705306255, -3.9365426788264477, -7.971509888033514, -12.918323003311995, -16.62546462405572, -12.647666307836506, -4.083218428340282, -2.7364604841448563, -5.358361827710435, -5.592231798287051, -5.020862609741377, -5.926101300898779, -6.476720675354056, -1.1990022032506795, -0.26353374392066137, -4.596279744269579, -5.024375143015397, 0.2821396518559748, 0.09285984586037122, -0.05223208383561951, 0.10532872697937305, 0.009608348689056224, 0.0016600811583827072, 0.04251226191863474, -0.009900151957652623, -0.01087750027800523, -0.014307382328993295, 0.004352142658119636, 0.019877869945699976, 0.009705059278638128, 0.027370643874566846, 0.02679169343425811, 0.004374227788445458, -0.008574498824005844, -0.007818715242217689, -0.005278520563292061, -0.0034201754936530704, -0.15688905393354644, -0.1272712632890052, -0.01975302634806205, 0.002236831467817313, 0.01978276645197198, 0.029832926277676714, 0.014481991159874237, 0.006349162473745938, 0.015375048803746584, -0.008433503812250293, -0.017783912665919475, -0.004252863254452745, 0.0031983920981473774, 0.007953263544035137, 0.010394919475001657, 0.015638053317323916, -0.005690231912248556, -0.010684855716225752, 0.009208250057751794, 0.004737627245170961, 50.68446284780766, 38.21999354731577, 23.197791823739525, 21.128346998022952, 15.210701670811128, 10.710301957993659, 11.868219584336254, 13.868224860743473, 9.725909513880413, 8.818540791862814, 8.706098930219085, 8.753872438604526, 6.948897039574576, 7.607156367281411, 6.781507364487276, 6.786754078863342, 6.035161831878556, 5.750251828730524, 6.125095386529387, 6.724841592940917, 7.951422696511819, 5.033124148708304, 3.965036556750448, 3.43108406169353, 2.672587613561202, 1.7938004529855742, 1.66200681751927, 2.0661696424927056, 1.4718656511649237, 1.3083378237132897, 1.2076722334529788, 1.18313756988907, 1.1442877121047, 1.201696564379756, 1.0111630808468188, 0.9575257917647664, 1.0484657989503094, 1.0278140840190482, 0.9640045465042311, 1.1891197199034556, 4.175359486890711, 3.066954621268165, 2.1533449754944316, 1.9232634121092094, 1.3690077582234395, 1.2158924655035102, 1.154693586548533, 1.3580459223074965, 0.864995154222406, 0.8593773884935771, 0.7350669217408955, 0.7415746099696963, 0.8240003037113237, 0.7207428015923231, 0.6707978060273441, 0.6388738939279883, 0.6498959710386476, 0.6621029010372347, 0.6357447477006911, 0.7275953821878793]",41-60,Nu
